# test subtest run checkout repeat value unit host
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650587275 003 3480000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650587275 004 3460000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650629457 000 3370000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650629457 001 3370000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650629457 002 3370000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650629457 003 3400000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650629457 004 3370000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650672000 000 3510000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650672000 001 3390000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650672000 002 3390000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650672000 003 3460000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10 receiver 1650885598 1650672000 004 3380000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650585600 000 3420000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650585600 001 3580000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650585600 002 3410000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650585600 003 3410000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650585600 004 3400000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650587275 000 3420000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650587275 001 3530000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650587275 002 3390000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650587275 003 3450000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650587275 004 3540000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650629457 000 3520000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650629457 001 3360000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650629457 002 3370000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650629457 003 3340000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650629457 004 3390000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650672000 000 3430000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650672000 001 3460000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650672000 002 3410000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650672000 003 3440000000 bits/sec ot14
iperf3_-c10.3.45.35_-w1m_-t10_-R receiver 1650885598 1650672000 004 3520000000 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650585600 000 3782365875 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650585600 001 3726651500 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650585600 002 3717437250 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650585600 003 3746894875 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650585600 004 3770977000 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650587275 000 3707502625 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650587275 001 3733813750 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650587275 002 3718706750 bits/sec ot14
tcpbench_-S1000000_-t10_-n100_10.3.45.35 sender 1650885598 1650587275 003 3767771250 bits/sec ot14
